conversation_id,text,person_id,time
FirstGame_Series Elastic_5,They showed us which sensors/batteries excel in specific areas of interest,cameron k,10/1/13 9:46
FirstGame_PAM_5,The graphs indicated the advantages and disadvantages of each power source and control sensor.,amalia x,10/1/13 9:47
FirstGame_Pneumatic_4,If you really think about it we don't need the sensors and batteries to be the absolute best all around,joseph k,10/1/13 9:47
FirstGame_Pneumatic_4,we are using them for search/rescue during disasters correct?,joseph k,10/1/13 9:47
FirstGame_Pneumatic_5,Why do you think that,carl b,10/1/13 9:47
FirstGame_Pneumatic_5,@Joseph K: Why is that? I agreed with Mitchell about the Piezoelectric,robert z,10/1/13 9:47
FirstGame_Series Elastic_5,I found that the combined qualities of the NiCd battery and the piezoelectric sensors seemed best,kevin g,10/1/13 9:47
FirstGame_PAM_5,The graphs enabled us to compare power sources and control sensors given their strengths and weaknesses in relation to the five main attributes.,tiffany x,10/1/13 9:48
FirstGame_Pneumatic_5,"I also agree with Mitchel, I think safety and performance are our greatest worries and the NiCd batteries help us do this at the lowest cost",carl b,10/1/13 9:48
FirstGame_Pneumatic_5,Yes but why PFC over NiCd?,robert z,10/1/13 9:48
FirstGame_Series Elastic_5,Also the graphs and experiments done compared how the batteries/sensors were able to preform under different conditions,fletcher l,10/1/13 9:48
FirstGame_Series Elastic_5,I think combined the NiCd and Optic Binary might be the best,joseph h,10/1/13 9:48
FirstGame_Series Elastic_5,There was no obvious choice for the sensor,joseph h,10/1/13 9:48
FirstGame_Electric_5,Well i just used evaluations of them as a point system which would determine which has the overall most efficiency and functionability.,steven z,10/1/13 9:49
FirstGame_Electric_5,I recommend the Strain-Gauge Control Sensor,steven z,10/1/13 9:49
FirstGame_PAM_5,The NiCd out preformed the other power sources in 3/5 aspects,amelia n,10/1/13 9:49
FirstGame_Pneumatic_4,"I also thought the best power source was the LiPo  battery. Not only did its safety make it a top choice but in addition, it has a much high efficiency than NiCd",peter h,10/1/13 9:49
FirstGame_Series Elastic_5,I agree with Joseph. Though I would say almost everyone agrees using NiCd is best but its hard to say for the sensors,amirah u,10/1/13 9:49
FirstGame_Series Elastic_5,They all seemed to have at least one area of weakness,cameron k,10/1/13 9:49
FirstGame_Series Elastic_5,They all seemed to have at least one area of weakness,cameron k,10/1/13 9:49
FirstGame_Series Elastic_5,I agree but the best choice for battery was the NiCd,fletcher l,10/1/13 9:49
FirstGame_Series Elastic_5,So it depends on what the overall goal of the individual exoskeleton is,joseph h,10/1/13 9:49
FirstGame_PAM_5,It was obvious that one power source and control were obviously the best choice...but then they both faltered in the area of of cost.,amalia x,10/1/13 9:50
FirstGame_Pneumatic_4,we can assume that we dont need a whole ton of agility as they all fail within about 40 degrees per second which is very fast....I looked up how much the payload difference is for each skeleton type and realistically even with the stronger battery we wouldnt be lifting cars,joseph k,10/1/13 9:50
FirstGame_Pneumatic_4,the most we can lift with the PFC (ideally) is about 450 lbs,joseph k,10/1/13 9:50
FirstGame_Pneumatic_5,Piezoelectric,carl b,10/1/13 9:50
FirstGame_Pneumatic_5,@Peter H: I only found the LiPo batteries to be stronger in payload.,robert z,10/1/13 9:50
FirstGame_Series Elastic_5,The only reason I do not think that the optic binary sensor is ideal is because of its low safety rating,cameron k,10/1/13 9:50
FirstGame_Series Elastic_5,The only reason I do not think that the optic binary sensor is ideal is because of its low safety rating,cameron k,10/1/13 9:50
FirstGame_Series Elastic_5,Yeah the optic binary sensor provided ideal cost and recharge interval values but its performance was not the best,fletcher l,10/1/13 9:50
FirstGame_Electric_5,The sensors are nearly identical in value,steven z,10/1/13 9:51
FirstGame_Electric_5,with different strengths and weaknesses to each of them,steven z,10/1/13 9:51
FirstGame_PAM_5,The Strain-Gauge and the Piezoelectric both preformed will in payload but they were more proficient in agility and safety respectively.,amelia n,10/1/13 9:51
FirstGame_Pneumatic_4,the other batteries or sensors only add so much more to this payload weight so even if we have the best payload ability we still won't be lifting cars or anything insane like that,joseph k,10/1/13 9:51
FirstGame_Pneumatic_5,The Lipo had the lowest safety rating out of all the batteries,carl b,10/1/13 9:51
FirstGame_Pneumatic_5,What about the LiPO?,mitchell h,10/1/13 9:51
FirstGame_Pneumatic_5,And no one power source or control sensor performed well on every attribute. They all had their strengths and weaknesses.,mitchell h,10/1/13 9:51
FirstGame_Series Elastic_5,I also agree with Joseph that the choice for the sensors depends on what the overall goal of the exoskeleton is,fletcher l,10/1/13 9:51
FirstGame_Series Elastic_5,The performance of the NiCd would outweigh the weakness of the optic binary,joseph h,10/1/13 9:51
FirstGame_PAM_5,I choose safety and durability over everything else. You want to be able to be dependable if you want to move forward as a company.,amalia x,10/1/13 9:52
FirstGame_PAM_5,"I wouldn't say ""obvious"" because we did have to ration on which attributes were most important, and the component that strongly upheld most of the five attributes....I ended up going with the NiCd  power source and the Strain-Gauge sensor.",tiffany x,10/1/13 9:52
FirstGame_Pneumatic_5,"Piezoelectric sensors I think are the sure way to go.  Agility is important for the safety of the operator when in an area which is hazardous.  As for LiPo, I agree with Carl that a low safety rating is not something to be taken lightly and I believe a company or operator would be willing to pay for a much safer piece of equipment",robert z,10/1/13 9:52
FirstGame_Series Elastic_5,"My choices are based on which one is more well rounded, though may not excel in every element but it could at least perform the basic elements",amirah u,10/1/13 9:52
FirstGame_Series Elastic_5,The more area inside the graph the better the battry/sensor is,joseph h,10/1/13 9:52
FirstGame_Pneumatic_4,the safety and recharge interval seemed to be the most important to me as we will need the skeletons to hold up in disaster conditions while being used as long as possible,joseph k,10/1/13 9:53
FirstGame_Pneumatic_4,I would also compare the outputs of LiPO and NiCd in the Standard Position Control Sensor graphs.,peter h,10/1/13 9:53
FirstGame_Pneumatic_5,"The NiCd performed very well from an all around standpoint, as did the piezoelectric sensor based on the graphs",carl b,10/1/13 9:53
FirstGame_Pneumatic_5,Graphs helped show the strong and weak points of each battery.  I chose NiCd because they are pretty average all around and are the most cost efficient.,robert z,10/1/13 9:53
FirstGame_Series Elastic_5,"I thought that at times the graph could be a little misleading because if you look at the size alone, you're assuming that each quality is valued equally.",kevin g,10/1/13 9:53
FirstGame_PAM_5,I thought that the payload aspect was paramount so thats what guided me to the NiCd battery,amelia n,10/1/13 9:54
FirstGame_PAM_5,"I prioritized cost, safety, and agility when choosing a power source and control sensor.",tiffany x,10/1/13 9:54
FirstGame_Pneumatic_4,It seems we are all in concensus about the Piezoelectric does anyone disagree with that?,joseph k,10/1/13 9:54
FirstGame_Pneumatic_5,"I disagree with Joseph, agility would better help deal with or completely avoid hazards in a dangerous environment",carl b,10/1/13 9:54
FirstGame_Pneumatic_5,I'm still sticking with the NiCd since it only has one least desirable feature and that's its battery. The other two have three least desirable features.,mitchell h,10/1/13 9:54
FirstGame_Series Elastic_5,I would prioritize safety  because this aspect is more important for the user,amirah u,10/1/13 9:54
FirstGame_Series Elastic_5,I think safety should definitely be deemed an important attribute since we are dealing with lives of people,cameron k,10/1/13 9:54
FirstGame_Series Elastic_5,I think safety should definitely be deemed an important attribute since we are dealing with lives of people,cameron k,10/1/13 9:54
FirstGame_Series Elastic_5,I tried to pick a battery that was able to preform well and also had a good safety ranking,fletcher l,10/1/13 9:54
FirstGame_Electric_5,Like I said using the values given can be used as a point system which is essentially the same as the area enclosed by the graph. The most total points indicates the most valuable components,steven z,10/1/13 9:55
FirstGame_PAM_5,The graphs projected the supposed aspects of the battery power and use through the tests done. We could see and pick out each individual batteries strength and weakness through this. I picked the battery that had the best outlook throughout all of the tests.,amalia x,10/1/13 9:55
FirstGame_Pneumatic_4,"look at how they measured the agility, the differences between the batteries agility are very minor and only while operating under their maximum payload",joseph k,10/1/13 9:55
FirstGame_Pneumatic_5,"I agree with Mitchell, also we need to save costs somewhere, and the NiCd battery is the cheapest",carl b,10/1/13 9:55
FirstGame_Pneumatic_5,@Mitchell: That is a good way to look into the graph for the battery.,robert z,10/1/13 9:55
FirstGame_Series Elastic_5,I agree safety should always be important in our choice,fletcher l,10/1/13 9:55
FirstGame_Electric_5,I do not think prioritizing is effective because that is opinion.,steven z,10/1/13 9:56
FirstGame_PAM_5,With the graphs I could easily draw conclusions about each type of component given their areas of strengths and weakness.,tiffany x,10/1/13 9:56
FirstGame_PAM_5,@Amalia: Agreed!,tiffany x,10/1/13 9:56
FirstGame_Pneumatic_5,"@Carl: That's exactly it if we are going with a more expensive sensor when then need a cheaper battery, while not really sacrificing quality.",mitchell h,10/1/13 9:56
FirstGame_Pneumatic_5,@Joseph K: Even disregarding agility NiCd still maintains a better all around battery because the others have specific flaws,robert z,10/1/13 9:56
FirstGame_Electric_5,"It should be based on the statistics, on the other hand when they are equal i also chose safety in the control sensor category",steven z,10/1/13 9:57
FirstGame_Pneumatic_5,Does anyone disagree that the Piezoelectric sensor is the best suited,carl b,10/1/13 9:57
FirstGame_Pneumatic_5,I would agree.,mitchell h,10/1/13 9:57
FirstGame_Pneumatic_5,Are there any major objections to NiCd and Piezoelectric?,robert z,10/1/13 9:57
FirstGame_Series Elastic_5,Safety should be important but one aspect of these exoskeletons is to used in life threatening conditions like fires or earthquakes and other such types of scenarios.  At that point the safety of the exoskeleton wont actually be the most important contribution to the safety of the user.  The user is going to need speed and agility or strength,joseph h,10/1/13 9:57
FirstGame_PAM_5,come up with a common aspect that we think makes one power source the particular choice?,amelia n,10/1/13 9:58
FirstGame_Pneumatic_4,"I do agree that based on the graphs the NiCd battery is the best choice for the project based on overall cost and efficiency, I think it would also be worth it to test the other batteries in the field as to get a better idea to what we will need",joseph k,10/1/13 9:58
FirstGame_Pneumatic_4,Yes I agree as well,peter h,10/1/13 9:58
FirstGame_Pneumatic_5,Any objections to NiCd as the Battery?,carl b,10/1/13 9:58
FirstGame_Pneumatic_5,I think we can all agree on Piezoelectric,robert z,10/1/13 9:58
FirstGame_Pneumatic_5,Agreed with NiCd,robert z,10/1/13 9:58
FirstGame_Series Elastic_5,I think  we should decide which battery and control sensor works best for the exoskeleton,amirah u,10/1/13 9:58
FirstGame_Electric_5,Maybe we should make a prototype with our chosen power source and sensors and test it to gain more information about how they work with the exoskeleton in general.,akash v,10/1/13 9:59
FirstGame_Electric_5,"I suppose we should figure out how these components are integrated into the exoskeleton as a whole, although we could possibly research more power sources and sensors.",brandon l,10/1/13 9:59
FirstGame_Electric_5,"I suppose we should figure out how these components are integrated into the exoskeleton as a whole, although we could possibly research more power sources and sensors.",brandon l,10/1/13 9:59
FirstGame_PAM_5,I believe that further research should be conducted and a final selection of the power source and control sensor should be made...,tiffany x,10/1/13 9:59
FirstGame_Pneumatic_4,So it seems that our final decision is the Piezoelectric combined with the NiCd?,joseph k,10/1/13 9:59
FirstGame_Pneumatic_4,I still do not agree with NiCd because its low efficiency will puts limits on its uses in almost all areas.,peter h,10/1/13 9:59
FirstGame_Pneumatic_5,"@Joseph K: No disagreements to more field testing. I'd like to see testing in poor weather conditions like heat, cold, rain, etc.",robert z,10/1/13 9:59
FirstGame_Series Elastic_5,I think we can all agree on the NiCd,cameron k,10/1/13 9:59
FirstGame_Series Elastic_5,I think we can all agree on the NiCd,cameron k,10/1/13 9:59
FirstGame_Series Elastic_5,Well the NiCd seems to be the best battery,fletcher l,10/1/13 9:59
FirstGame_Series Elastic_5,Which means we need a prompt for the selection of the sensor,joseph h,10/1/13 9:59
FirstGame_Electric_5,"@Akash: That would be good. We have information about the sensors and power sources individually, but not power sources and sensors working together.",brandon l,10/1/13 10:00
FirstGame_Electric_5,"@Akash: That would be good. We have information about the sensors and power sources individually, but not power sources and sensors working together.",brandon l,10/1/13 10:00
FirstGame_Electric_5,"I would say more specifically research each component to get a more accurate judgement on which is the best, because a five point scale ranking each of the attributes is not very accurate.",steven z,10/1/13 10:00
FirstGame_PAM_5,Select a final battery and sensor to fulfill the requirements of rescue-tek's philosophy in terms of building an exoskeleton.,amalia x,10/1/13 10:00
FirstGame_Pneumatic_4,I think it would be cool to run an experiment set up to use the Piezoelectric sensor with the different batteries,joseph k,10/1/13 10:00
FirstGame_Pneumatic_5,"I agree to test the other batteries out, but for now I say we just stick with the NiCd and Piezoelectric for now and in the future we can test the other ones.",mitchell h,10/1/13 10:00
FirstGame_Pneumatic_5,@Peter H: How is NiCd that low efficient?,robert z,10/1/13 10:00
FirstGame_Series Elastic_5,I think the strain gauge works best because it is fairly good on all aspect except the recharge interval,amirah u,10/1/13 10:00
FirstGame_Series Elastic_5,Yea I agree with the strain gauge,cameron k,10/1/13 10:00
FirstGame_Series Elastic_5,Yea I agree with the strain gauge,cameron k,10/1/13 10:00
FirstGame_Series Elastic_5,The piezoelectric sensor was an all around good choice from my data,fletcher l,10/1/13 10:00
FirstGame_Series Elastic_5,If we choose the NiCd with the strain gauge look at the overall recharge interval,joseph h,10/1/13 10:00
FirstGame_PAM_5,@Amalia: yes because there must be a preliminary outline for the qualities of a product,amelia n,10/1/13 10:01
FirstGame_PAM_5,Final selection of a power source and control sensor,tiffany x,10/1/13 10:01
FirstGame_Pneumatic_4,@Robert: if you do some external research on NiCd batteries you can see that they are quick to burn up and not as reliable as other batteries,joseph k,10/1/13 10:01
FirstGame_Pneumatic_5,Agreed,carl b,10/1/13 10:01
FirstGame_Pneumatic_5,@Mitchell: Agreed,robert z,10/1/13 10:01
FirstGame_Series Elastic_5,Yes the strain-gauge did preform well but the piezoelectric sensor had a better recharge interval and safety ranking,fletcher l,10/1/13 10:01
FirstGame_Series Elastic_5,Very bad,joseph h,10/1/13 10:01
FirstGame_Series Elastic_5,To get the best overall product we would need to choose a combination of the two that results in the best,joseph h,10/1/13 10:01
FirstGame_Series Elastic_5,NiCd only real weakness is recharge interval so I think that piezoelectric is the way to go,kevin g,10/1/13 10:01
FirstGame_Electric_5,Perhaps assign us to develop a prototype.,akash v,10/1/13 10:02
FirstGame_Pneumatic_4,If you notice in the experiments they were all done with  a standard position control sensor powered by the different batteries,joseph k,10/1/13 10:02
FirstGame_Pneumatic_4,They do still appear to be the best choice for now,joseph k,10/1/13 10:02
FirstGame_Pneumatic_5,"As for reliability, Toyota has used them in the prius since its debut.",carl b,10/1/13 10:02
FirstGame_Electric_5,I just finished the graphs and in my opinion I feel like the Strain Gauge is the best option for the control sensor because it has the overall best average of the main attributes.,alexander b,10/1/13 10:03
FirstGame_Pneumatic_4,If I were Vedant I would allow us to run an experiment that allows us a prototype using a piezoelectric sensor and test how the different batteries work with it,joseph k,10/1/13 10:03
FirstGame_Pneumatic_5,Something similar to a field test,carl b,10/1/13 10:03
FirstGame_Pneumatic_5,I would assign tasks that use the batteries and sensor in experiments.,mitchell h,10/1/13 10:03
FirstGame_Pneumatic_5,@Nassim Tehrani: Take our selections and combine them in an exoskeleton and undergo specific testing of that combination.,robert z,10/1/13 10:03
FirstGame_Electric_5,"@Justin: Yes. Although we have preferences for certain sensors, we are not completely sure whether there are other important differences.",brandon l,10/1/13 10:04
FirstGame_Electric_5,"@Justin: Yes. Although we have preferences for certain sensors, we are not completely sure whether there are other important differences.",brandon l,10/1/13 10:04
FirstGame_Electric_5,agreed.,steven z,10/1/13 10:04
FirstGame_Pneumatic_4,I agree with Robert and specifically to use the Piezoelectric which we have already agreed on,joseph k,10/1/13 10:04
FirstGame_Pneumatic_4,@Nassim Tehrani: A more in depth study of the benefits of each battery that involves experimenting with each type using the piezoelectric sensor we agreed upon.,peter h,10/1/13 10:04
FirstGame_Pneumatic_5,We need to do some sort of testing in the environment in which these exoskeletons will be used,carl b,10/1/13 10:04
FirstGame_Pneumatic_5,I think everyone is agreed in field testing of our choices would be our next assignment.,robert z,10/1/13 10:04
FirstGame_Series Elastic_5,Maybe to start considering other variables then just the ones presented in our data,fletcher l,10/1/13 10:04
FirstGame_Series Elastic_5,According to the design gantt chart we are going to be deciding which material to use next,joseph h,10/1/13 10:04
FirstGame_Electric_5,"@Alexander: The piezoelectric and strain-gauge sensors are equally balanced in terms of these rankings. Two 1s, two 2s, and a 3.",brandon l,10/1/13 10:05
FirstGame_Electric_5,"@Alexander: The piezoelectric and strain-gauge sensors are equally balanced in terms of these rankings. Two 1s, two 2s, and a 3.",brandon l,10/1/13 10:05
FirstGame_Electric_5,"It seems that we are split, half strain gauge and half piezoelectric",steven z,10/1/13 10:05
FirstGame_Electric_5,Half in favor of*,steven z,10/1/13 10:05
FirstGame_Pneumatic_5,"I think we should set up two simulations, a burning building and an artic rescue. This would also allow for a heat and cold testing",carl b,10/1/13 10:05
FirstGame_Pneumatic_5,"If we need to do more research then I would assign articles where they show the sensors and batteries in real life things, like cars or anything else.",mitchell h,10/1/13 10:05
FirstGame_Electric_5,@Justin Kim: I think we may need more research with how the sensors and the interact with the battery and that might help us decide a sensor that is superior.,akash v,10/1/13 10:06
FirstGame_Electric_5,interaction*,akash v,10/1/13 10:06
FirstGame_Electric_5,"So it's all opinion and weighing the benefits, unless we can find more differences or more precise differences.",brandon l,10/1/13 10:06
FirstGame_Electric_5,"So it's all opinion and weighing the benefits, unless we can find more differences or more precise differences.",brandon l,10/1/13 10:06
FirstGame_Electric_5,"Exactly, like I said a five point scale is not very informative of specific in my opinion.",steven z,10/1/13 10:06
FirstGame_PAM_5,Correct,amalia x,10/1/13 10:06
FirstGame_Pneumatic_4,"Yes, lets try that, we have already seen articles and data about each but in order to make an informed decision we need to see these batteries performing.",peter h,10/1/13 10:06
FirstGame_PAM_5,Yes,tiffany x,10/1/13 10:07
FirstGame_Pneumatic_4,@Carl: I agree that we need to set up those different simulations and also include a control one under normal circumstances,joseph k,10/1/13 10:07
FirstGame_Pneumatic_4,@Robert: yes,joseph k,10/1/13 10:07
FirstGame_Pneumatic_5,I would like to add a rain/water element to each simulation.,robert z,10/1/13 10:07
FirstGame_Electric_5,"notebook, not worklog?",steven z,10/1/13 10:08
FirstGame_Pneumatic_4,"is there anything else we'd need to consider?  Heat, cold, water damage...?",joseph k,10/1/13 10:08
FirstGame_Pneumatic_4,high wind conditions,joseph k,10/1/13 10:08
FirstGame_Pneumatic_5,would snow or a broken watermain/firehose work?,carl b,10/1/13 10:08
FirstGame_Pneumatic_4,earthquake/shaking senarios,joseph k,10/1/13 10:09
FirstGame_Pneumatic_4,"high climbing, if they can balance on steep inclines for mountain rescue",joseph k,10/1/13 10:09
FirstGame_Pneumatic_4,"It may also be useful to see how these batteries perform when they begin to lose output. This way, we can observe how quickly the battery loses power before dying.",peter h,10/1/13 10:09
FirstGame_Pneumatic_5,Only if its currently snowing. I want to see how the elements of our design hold up against being wet.  Water and electrical components haven't exactly been friends. I don't know if wind is necessary but shaking would help test agility.,robert z,10/1/13 10:09
FirstGame_PAM_5,did you main notebook?,amelia n,10/1/13 10:10
FirstGame_PAM_5,do you assign the new work long?,amelia n,10/1/13 10:10
FirstGame_PAM_5,worklog*,amelia n,10/1/13 10:10
FirstGame_PAM_5,Did you mean notebook?,tiffany x,10/1/13 10:10
FirstGame_Pneumatic_4,So Nassim what you're saying is we should conduct outside research on our sensor and battery choices?,joseph k,10/1/13 10:10
FirstGame_Pneumatic_4,@Joseph K: I think that would relate more to the control sensor that the power source.,peter h,10/1/13 10:10
FirstGame_Pneumatic_5,I think that would be more of a test for the mechanical shell part of the exoskeleton,carl b,10/1/13 10:10
